,lon,lat
0,-95.276712,29.609343
1,-96.976075,28.779253999999998
2,-96.995524,28.82762
3,-95.637876,29.771876000000002
4,-95.632541,29.768341999999997
5,-95.632289,29.844965999999996
6,-95.285832,29.596295
7,-95.638531,29.843390999999997
8,-95.633199,29.841776
9,-95.09734,29.835418
10,-95.22330699999999,30.026348
11,-96.99601,28.524990000000003
12,-95.638788,29.838076
13,-95.629403,29.778208000000003
14,-95.635015,29.853416999999997
15,-95.27403199999999,29.605802
16,-95.63196500000001,29.775284000000003
17,-95.654576,29.832915000000003
18,-95.286135,29.608832
19,-95.662074,29.832038
20,-95.635186,29.862835999999998
21,-95.63911,29.773629
22,-96.97614899999999,28.771136
23,-95.213829,29.376918
24,-95.242756,30.026173999999997
25,-96.948922,28.584215999999998
26,-95.635859,29.768394
27,-95.633246,29.770788
28,-95.078436,30.028996000000003
29,-95.274743,29.606465000000004
30,-95.088955,29.829546
31,-95.220268,30.026862
32,-95.553969,29.991132
33,-95.649635,29.836381
34,-95.631173,29.851217
35,-95.63486999999999,29.838717
36,-95.63650600000001,29.769287
37,-95.303083,29.460196000000003
38,-95.09594,29.834618
39,-96.995092,28.797915000000003
40,-95.283213,29.610509000000004
41,-95.62623599999999,29.8587
42,-95.64949,29.837215999999998
43,-95.088934,29.829983000000002
44,-95.630178,29.861271000000002
45,-96.966608,28.795618
46,-95.238286,29.560757000000002
47,-96.984481,28.811982
48,-95.648042,29.837940000000003
49,-95.27694100000001,29.610179
50,-96.961186,28.842440000000003
51,-95.157054,29.75576
52,-95.626659,29.861306
53,-95.215981,30.0308
54,-95.176857,30.042519
55,-95.298186,29.597599
56,-95.272694,29.605164000000002
57,-95.079798,29.8777
58,-95.64708399999999,29.840048
59,-96.998209,28.632618
60,-95.072194,30.036995
61,-95.270319,29.605894
62,-95.66563199999999,29.815827000000002
63,-95.632201,29.858112
64,-95.638048,29.863604
65,-95.152966,30.0208
66,-95.074967,29.826973
67,-95.276313,29.609727000000003
68,-95.64361600000001,29.957525
69,-95.640682,29.771932
70,-95.652054,29.833403000000004
71,-95.635226,29.842176000000002
72,-95.63171,29.845171
73,-95.63609,29.844834000000002
74,-95.640821,29.770602
75,-95.634438,29.776963000000002
76,-96.939851,28.731528000000004
77,-95.631283,29.852321999999997
78,-96.981565,28.765796
79,-95.153862,30.019493
80,-95.626227,29.768069
81,-95.635183,29.84173
82,-95.095569,29.834051000000002
83,-95.08178000000001,29.878279
84,-95.631702,29.852292
85,-95.633082,29.846666
86,-95.66756,29.818906
87,-95.087611,29.829286
88,-95.237928,30.028249
89,-95.634765,29.768667999999998
90,-95.62649,29.863671000000004
91,-95.228964,30.022129
92,-95.636165,29.841655
93,-95.629427,29.787676
94,-95.28749599999999,29.608251
95,-95.076105,29.826958
96,-95.286164,29.608284
97,-95.635014,29.84089
98,-95.096749,29.835108
99,-95.096683,29.81085
100,-95.649292,29.837984000000002
101,-95.628054,29.771314
102,-95.64851,29.836570000000002
103,-95.63558,29.769015000000003
104,-95.163664,29.431815000000004
105,-96.985587,28.764204
106,-95.631251,29.858377
107,-95.63821999999999,29.840594
108,-95.27720699999999,29.609738
109,-95.63890400000001,29.84112
110,-95.641385,29.838314
111,-95.165538,29.931490000000004
112,-95.243689,30.029541
113,-95.286132,29.608821000000002
114,-95.64308,29.839090999999996
115,-95.336176,29.589839
116,-95.632072,29.770542
117,-95.639003,29.771762
118,-95.193593,29.533735999999998
119,-95.654375,29.835615
120,-96.973036,28.483071999999996
121,-95.63257800000001,29.861051
122,-95.636613,29.841253000000002
123,-95.320802,29.374252000000002
124,-95.657135,29.836392
125,-95.63366500000001,29.777971
126,-95.160579,29.432368
127,-95.627778,29.777789000000002
128,-95.25814,29.427109
129,-95.63909699999999,29.959275
130,-96.985015,28.774960999999998
131,-95.178922,30.037425
132,-95.65332,29.831296999999996
133,-95.242928,30.025436
134,-95.636326,29.773133
135,-95.63374300000001,29.854597
136,-95.157294,29.755764000000003
137,-95.15736,30.021033000000003
138,-95.644917,29.83398
139,-95.667182,29.833022999999997
140,-95.64529,29.833261
141,-95.630673,29.775671999999997
142,-95.287315,29.608744
143,-95.250875,30.023864
144,-95.630264,29.847440999999996
145,-95.626559,29.860955999999998
146,-95.641398,29.772737
147,-95.658842,29.830908
148,-96.941971,28.520878000000003
149,-95.639561,29.842846
150,-95.630876,29.854715999999996
151,-95.186065,30.019322999999996
152,-95.163596,30.022089
153,-95.637217,29.772446000000002
154,-95.658072,29.832666999999997
155,-95.08981899999999,29.878069
156,-95.63620300000001,29.76806
157,-95.08811999999999,29.902669
158,-95.640567,29.773825
159,-95.079922,29.825336
160,-95.66439799999999,29.959537
161,-95.16365,30.024402000000002
162,-95.333054,29.390434999999997
163,-95.66561800000001,29.832476
164,-95.09428199999999,30.069328000000002
165,-95.087627,29.829279
166,-95.073109,30.059305
